,CustomerId,CreditScore,Geography,Gender,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Email,AgeGroup,Exited
33,15750181,2,3,0,9,6,2,0,0,5,15750181@gmail.com,6,0
34,15659428,1,2,1,6,1,2,1,1,2,15659428@gmail.com,6,0
35,15732963,8,2,1,9,1,2,1,1,8,15732963@gmail.com,5,0
36,15794171,1,1,1,0,9,1,1,0,2,15794171@gmail.com,6,1
37,15788448,1,2,0,3,9,1,0,1,6,15788448@gmail.com,5,0
38,15729599,10,2,0,7,5,1,0,1,5,15729599@gmail.com,5,0
39,15717426,10,1,0,7,1,1,1,1,2,15717426@gmail.com,6,0
40,15585768,3,3,0,6,4,2,0,1,9,15585768@gmail.com,6,0
41,15619360,1,2,0,4,1,1,1,0,4,15619360@gmail.com,6,0
42,15738148,1,1,1,8,8,1,0,0,10,15738148@gmail.com,6,1
43,15687946,2,1,1,2,7,1,1,1,5,15687946@gmail.com,7,0
44,15755196,10,1,1,2,8,1,0,0,10,15755196@gmail.com,6,1
45,15684171,6,2,1,5,10,1,1,1,8,15684171@gmail.com,7,0
46,15754849,9,3,1,4,6,2,1,1,7,15754849@gmail.com,5,0
47,15602280,10,3,1,9,7,1,1,1,6,15602280@gmail.com,5,1
48,15771573,5,3,1,9,9,1,1,1,6,15771573@gmail.com,6,1
49,15766205,2,3,0,2,6,1,0,1,5,15766205@gmail.com,6,0
50,15771873,9,3,1,2,6,2,1,0,10,15771873@gmail.com,6,0
51,15616550,7,3,0,10,7,2,1,0,10,15616550@gmail.com,6,0
52,15768193,3,3,0,5,9,2,0,0,5,15768193@gmail.com,6,0
53,15683553,10,1,1,5,1,2,0,0,6,15683553@gmail.com,5,0
54,15702298,6,3,0,8,8,1,0,0,9,15702298@gmail.com,6,1
55,15569590,4,3,0,1,6,1,1,0,2,15569590@gmail.com,6,1
56,15760861,4,1,0,1,8,1,1,1,6,15760861@gmail.com,6,0
57,15630053,6,1,0,5,8,1,1,0,5,15630053@gmail.com,6,0
58,15647091,8,3,0,0,5,1,0,0,3,15647091@gmail.com,4,0
59,15623944,1,2,1,4,1,1,1,0,1,15623944@gmail.com,7,1
60,15804771,4,1,0,4,4,1,1,1,3,15804771@gmail.com,6,0
61,15651280,9,3,0,5,9,1,0,0,5,15651280@gmail.com,5,0
62,15773469,7,3,1,9,10,2,0,0,7,15773469@gmail.com,5,0
63,15702014,2,2,0,1,4,2,0,0,9,15702014@gmail.com,5,0
64,15751208,7,2,0,8,5,1,1,1,5,15751208@gmail.com,6,0
65,15592461,4,3,0,4,6,1,1,1,5,15592461@gmail.com,5,0
66,15789484,9,3,1,6,10,2,1,1,2,15789484@gmail.com,6,0
67,15696061,3,3,1,1,6,1,1,0,6,15696061@gmail.com,5,0
68,15641582,8,3,0,10,8,2,1,1,10,15641582@gmail.com,6,0
69,15638424,6,3,1,5,10,2,0,1,6,15638424@gmail.com,5,0
70,15755648,6,1,1,8,6,1,1,0,1,15755648@gmail.com,4,0
71,15703793,9,3,0,2,9,4,1,0,2,15703793@gmail.com,6,1
72,15620344,10,1,0,6,1,1,1,0,2,15620344@gmail.com,5,0
73,15812518,6,2,1,0,10,1,0,1,3,15812518@gmail.com,6,0
74,15779052,4,3,1,5,10,2,1,1,3,15779052@gmail.com,5,0
75,15770811,1,1,0,9,1,2,0,1,8,15770811@gmail.com,6,0
76,15780961,8,1,1,1,10,2,1,0,2,15780961@gmail.com,4,0
77,15614049,6,1,0,8,1,2,1,1,7,15614049@gmail.com,6,0
78,15662085,6,1,1,9,1,1,1,1,8,15662085@gmail.com,5,0
79,15575185,9,2,0,5,5,1,0,1,10,15575185@gmail.com,5,0
80,15803136,1,3,1,10,8,2,1,0,5,15803136@gmail.com,6,0
81,15706021,6,1,1,1,5,2,0,0,9,15706021@gmail.com,5,0
82,15663706,9,1,1,2,1,1,1,0,7,15663706@gmail.com,5,1
83,15641732,2,1,1,3,1,2,0,0,2,15641732@gmail.com,6,0
84,15701164,1,1,1,4,5,1,1,1,8,15701164@gmail.com,5,0
85,15738751,1,1,1,4,1,2,1,0,1,15738751@gmail.com,6,0
86,15805254,5,2,1,10,1,2,1,1,6,15805254@gmail.com,7,0
87,15762418,9,2,0,3,7,1,1,0,7,15762418@gmail.com,4,1
88,15625759,8,1,0,9,1,2,1,0,8,15625759@gmail.com,5,0
89,15622897,5,1,1,4,1,3,1,0,5,15622897@gmail.com,6,1
90,15767954,5,3,1,3,5,2,1,1,8,15767954@gmail.com,5,0
91,15757535,5,2,1,5,1,3,1,1,9,15757535@gmail.com,6,1
92,15731511,10,1,0,7,7,2,1,0,8,15731511@gmail.com,6,0
93,15809248,2,1,1,10,1,2,1,0,6,15809248@gmail.com,6,0
94,15640635,9,1,0,8,1,2,1,1,9,15640635@gmail.com,5,0
95,15676966,8,2,0,4,1,2,0,1,5,15676966@gmail.com,6,0
96,15699461,1,2,0,10,10,1,0,1,7,15699461@gmail.com,5,0
97,15738721,9,2,0,9,6,1,0,1,4,15738721@gmail.com,6,0
98,15693683,10,3,0,8,5,2,1,1,10,15693683@gmail.com,5,0
99,15604348,8,2,0,8,1,2,0,0,5,15604348@gmail.com,4,0
100,15633059,1,1,0,9,1,2,0,0,1,15633059@gmail.com,5,0
101,15808582,6,1,1,6,1,1,1,1,9,15808582@gmail.com,6,0
102,15743192,4,1,1,6,1,2,0,0,9,15743192@gmail.com,6,0
103,15580146,9,1,0,9,5,1,1,0,3,15580146@gmail.com,5,0
104,15776605,2,2,0,7,1,2,1,0,3,15776605@gmail.com,6,0
105,15804919,6,2,1,1,1,1,1,1,9,15804919@gmail.com,7,1
106,15613854,4,2,1,4,6,2,1,1,2,15613854@gmail.com,6,1
107,15599195,3,3,0,1,5,1,1,1,1,15599195@gmail.com,5,0
108,15812878,10,3,1,2,6,1,0,1,2,15812878@gmail.com,6,0
109,15602312,4,2,0,5,10,1,0,0,4,15602312@gmail.com,5,0
110,15744689,1,3,0,9,5,1,1,0,5,15744689@gmail.com,5,1
111,15803526,7,3,0,3,5,1,0,1,4,15803526@gmail.com,5,0
112,15665790,2,3,0,7,6,2,1,0,2,15665790@gmail.com,6,0
113,15715951,2,1,0,2,6,1,0,0,5,15715951@gmail.com,6,0
114,15591100,6,2,0,9,6,1,0,1,2,15591100@gmail.com,6,0
115,15609618,8,3,0,9,10,2,0,1,6,15609618@gmail.com,5,1
116,15675522,5,3,1,9,8,2,1,1,4,15675522@gmail.com,5,0
117,15705512,6,3,1,6,10,1,1,0,6,15705512@gmail.com,6,0
118,15698028,1,1,1,1,1,2,1,0,2,15698028@gmail.com,6,0
119,15661670,2,3,1,8,6,1,1,0,10,15661670@gmail.com,5,1
120,15600781,7,3,0,4,10,2,1,0,7,15600781@gmail.com,5,0
121,15682472,10,1,0,8,8,2,0,0,2,15682472@gmail.com,5,0
122,15580203,6,2,0,6,7,1,0,0,5,15580203@gmail.com,6,0
123,15690673,6,1,1,6,1,2,1,0,8,15690673@gmail.com,6,0
124,15760085,7,3,1,10,8,1,1,1,10,15760085@gmail.com,6,0
125,15779659,4,1,1,3,1,1,0,0,10,15779659@gmail.com,5,0
126,15627360,1,1,0,9,10,1,1,0,6,15627360@gmail.com,6,1
127,15671137,2,1,1,1,1,1,0,1,1,15671137@gmail.com,6,1
128,15782688,4,3,0,0,9,1,1,0,3,15782688@gmail.com,6,1
129,15575492,10,1,1,7,1,2,1,0,9,15575492@gmail.com,6,0
130,15591607,9,1,0,9,6,1,1,0,9,15591607@gmail.com,4,0
131,15740404,9,1,1,3,1,2,1,1,7,15740404@gmail.com,5,0
132,15718369,10,3,1,9,8,1,1,1,6,15718369@gmail.com,5,0
133,15677871,7,1,0,9,8,1,1,1,2,15677871@gmail.com,6,0
134,15642004,7,1,0,1,1,2,0,1,1,15642004@gmail.com,5,0
135,15712543,10,3,0,7,8,2,1,1,7,15712543@gmail.com,6,0
136,15584518,3,3,1,5,9,2,1,1,2,15584518@gmail.com,6,0
137,15802381,1,3,1,5,4,1,0,1,9,15802381@gmail.com,5,0
138,15610156,5,1,0,2,8,1,0,1,5,15610156@gmail.com,6,0
139,15594408,3,2,1,2,10,1,1,0,4,15594408@gmail.com,6,1
140,15640905,3,2,1,1,8,2,0,1,1,15640905@gmail.com,5,1
141,15698932,9,3,0,10,9,1,1,0,10,15698932@gmail.com,6,0
142,15724944,6,1,0,7,1,2,1,1,10,15724944@gmail.com,5,0
143,15628145,7,1,1,5,8,1,1,1,10,15628145@gmail.com,6,0
144,15713483,10,2,0,2,1,1,1,0,8,15713483@gmail.com,6,1
145,15612350,7,1,1,5,4,1,1,0,7,15612350@gmail.com,5,1
146,15800703,1,2,1,5,7,1,1,1,3,15800703@gmail.com,4,0
147,15705707,5,2,1,8,9,2,1,0,8,15705707@gmail.com,5,0
148,15754105,5,1,0,5,6,1,0,0,2,15754105@gmail.com,6,0
149,15703264,8,1,0,9,7,1,1,0,4,15703264@gmail.com,6,0
150,15794413,1,1,0,0,1,2,0,1,1,15794413@gmail.com,5,0
151,15650237,9,2,1,7,1,2,1,0,5,15650237@gmail.com,5,0
152,15759618,2,1,1,9,1,1,1,0,8,15759618@gmail.com,6,1
153,15811589,8,2,0,8,1,2,1,0,10,15811589@gmail.com,6,0
154,15689044,2,1,0,2,8,1,1,0,5,15689044@gmail.com,6,0
155,15709368,4,1,1,6,1,2,1,1,6,15709368@gmail.com,6,0
156,15679145,8,2,0,7,1,1,1,0,1,15679145@gmail.com,6,1
157,15655007,9,1,1,7,1,2,0,0,5,15655007@gmail.com,5,0
158,15623595,3,2,1,2,1,2,1,1,5,15623595@gmail.com,5,0
159,15589975,5,1,1,6,6,1,0,1,6,15589975@gmail.com,7,0
160,15804017,5,3,1,4,8,1,0,0,6,15804017@gmail.com,5,0
161,15692132,8,2,1,6,6,1,0,1,5,15692132@gmail.com,4,0
162,15641122,7,1,0,2,1,2,1,0,5,15641122@gmail.com,5,0
163,15630910,10,1,1,7,6,1,0,0,3,15630910@gmail.com,6,0
164,15680772,8,2,1,2,1,2,1,1,6,15680772@gmail.com,6,0
165,15658929,7,2,0,0,8,1,1,0,3,15658929@gmail.com,5,1
166,15585388,6,3,0,9,8,2,1,1,8,15585388@gmail.com,5,0
167,15724623,7,3,1,7,7,1,1,0,9,15724623@gmail.com,4,1
168,15588537,4,2,1,9,6,1,1,0,10,15588537@gmail.com,6,0
169,15574692,6,2,1,2,1,2,1,0,2,15574692@gmail.com,6,1
170,15611325,7,3,0,9,4,2,0,0,3,15611325@gmail.com,4,0
171,15587562,1,1,1,4,8,1,1,0,9,15587562@gmail.com,5,0
172,15613172,5,3,0,5,5,2,1,0,8,15613172@gmail.com,5,0
173,15651022,1,3,0,10,8,1,1,0,1,15651022@gmail.com,6,1
174,15586310,3,1,0,4,10,1,1,0,6,15586310@gmail.com,5,0
175,15625524,1,1,0,5,1,2,1,1,8,15625524@gmail.com,6,0
176,15755209,1,2,1,7,9,1,1,1,2,15755209@gmail.com,5,0
177,15645248,1,1,1,0,1,2,1,1,7,15645248@gmail.com,5,0
178,15790355,4,3,0,5,10,2,0,0,9,15790355@gmail.com,6,0
179,15762615,3,2,1,8,6,1,0,1,5,15762615@gmail.com,6,0
180,15625426,9,3,1,3,10,1,1,0,1,15625426@gmail.com,6,1
181,15716334,10,2,1,2,8,1,1,1,1,15716334@gmail.com,6,0
182,15789669,1,1,0,2,1,2,1,1,3,15789669@gmail.com,7,0
183,15621075,9,3,1,1,10,2,1,0,9,15621075@gmail.com,6,0
184,15810845,5,1,0,2,1,2,1,1,3,15810845@gmail.com,6,0
185,15719377,10,1,1,4,1,1,1,1,1,15719377@gmail.com,6,1
186,15654506,1,1,0,8,1,2,1,0,5,15654506@gmail.com,5,0
187,15771977,8,1,1,1,6,1,1,0,10,15771977@gmail.com,6,0
188,15708710,2,2,1,0,1,1,0,1,7,15708710@gmail.com,6,0
189,15726676,4,2,0,5,1,2,0,1,10,15726676@gmail.com,5,0
190,15587421,7,3,1,7,7,2,1,0,8,15587421@gmail.com,5,0
191,15726931,8,1,1,8,4,2,0,0,5,15726931@gmail.com,6,1
192,15771086,1,1,1,3,5,2,1,0,1,15771086@gmail.com,6,0
193,15756850,1,1,0,1,1,2,0,0,6,15756850@gmail.com,6,0
194,15702741,4,1,0,8,5,1,1,0,5,15702741@gmail.com,5,0
195,15679200,3,2,0,9,4,2,1,0,7,15679200@gmail.com,5,0
196,15594815,10,1,0,3,10,1,1,1,1,15594815@gmail.com,5,0
197,15635905,4,2,1,6,1,2,1,1,3,15635905@gmail.com,5,0
198,15777892,8,3,0,3,6,1,1,1,8,15777892@gmail.com,6,0
199,15656176,1,1,0,10,1,2,1,1,3,15656176@gmail.com,6,0
200,15811127,1,1,0,6,5,1,1,0,1,15811127@gmail.com,5,0
201,15604482,10,2,0,2,9,1,1,1,1,15604482@gmail.com,5,0
202,15622911,9,1,0,4,6,1,0,1,7,15622911@gmail.com,6,0
203,15600974,1,2,0,5,1,1,0,1,8,15600974@gmail.com,6,1
204,15727868,8,1,1,2,8,2,1,1,1,15727868@gmail.com,6,1
205,15627801,1,2,0,3,10,1,1,0,5,15627801@gmail.com,5,0
206,15773039,2,1,0,3,1,1,1,1,9,15773039@gmail.com,6,0
207,15755262,4,2,1,3,5,1,0,0,10,15755262@gmail.com,6,1
208,15679531,4,1,0,5,9,1,1,1,8,15679531@gmail.com,5,0
209,15684181,5,1,0,5,1,1,1,0,8,15684181@gmail.com,6,1
210,15612087,6,1,0,2,6,1,0,1,8,15612087@gmail.com,6,0
211,15752047,7,3,0,2,10,2,1,0,9,15752047@gmail.com,5,0
212,15624592,4,1,0,8,1,2,1,1,9,15624592@gmail.com,5,0
213,15573152,4,1,1,9,1,2,0,0,5,15573152@gmail.com,6,0
214,15594917,6,1,1,1,4,1,1,1,2,15594917@gmail.com,5,0
215,15785542,3,3,0,4,7,2,0,0,3,15785542@gmail.com,5,0
216,15723488,6,3,0,7,6,1,0,1,8,15723488@gmail.com,6,1
217,15680920,7,1,0,7,4,1,1,0,7,15680920@gmail.com,6,0
218,15786308,8,2,1,9,1,2,0,0,9,15786308@gmail.com,5,0
219,15659366,10,1,0,1,6,2,1,0,2,15659366@gmail.com,6,1
220,15774854,3,1,0,8,1,1,1,1,2,15774854@gmail.com,6,1
221,15725311,8,1,1,9,7,2,1,1,5,15725311@gmail.com,5,0
222,15787155,1,2,0,7,1,1,0,1,7,15787155@gmail.com,5,0
223,15727829,3,1,0,2,1,2,1,1,9,15727829@gmail.com,6,0
224,15733247,10,1,0,10,1,1,1,0,1,15733247@gmail.com,5,1
225,15568748,6,3,0,6,6,1,1,1,6,15568748@gmail.com,6,1
226,15699029,6,1,0,4,10,2,1,0,10,15699029@gmail.com,6,0
227,15774393,7,1,1,9,1,2,1,1,2,15774393@gmail.com,5,0
228,15676895,2,3,1,6,5,3,1,1,5,15676895@gmail.com,6,1
229,15637753,9,3,0,2,5,1,1,0,4,15637753@gmail.com,6,1
230,15605461,3,3,1,3,8,1,1,0,4,15605461@gmail.com,5,0
231,15808473,6,1,0,1,1,2,0,1,6,15808473@gmail.com,7,0
232,15627000,4,1,0,0,1,2,1,0,4,15627000@gmail.com,6,0
233,15787174,1,1,1,1,1,2,0,1,8,15787174@gmail.com,6,0
234,15723886,9,3,0,3,7,2,0,1,8,15723886@gmail.com,4,0
235,15704769,3,1,1,5,7,2,0,1,5,15704769@gmail.com,7,0
236,15772896,9,3,0,6,6,1,1,0,2,15772896@gmail.com,6,1
237,15711540,8,1,1,2,1,1,1,1,8,15711540@gmail.com,5,0
238,15764866,2,3,1,3,7,3,1,0,3,15764866@gmail.com,6,1
239,15794056,6,1,1,2,1,3,1,0,5,15794056@gmail.com,6,1
240,15795149,7,1,0,2,5,2,0,1,9,15795149@gmail.com,5,0
241,15812009,6,2,0,4,1,2,1,0,7,15812009@gmail.com,6,0
242,15651001,8,3,1,5,7,1,1,0,7,15651001@gmail.com,6,0
243,15813844,7,1,0,8,6,2,0,1,4,15813844@gmail.com,6,0
244,15596175,6,3,0,6,7,1,1,1,3,15596175@gmail.com,7,1
245,15576269,2,2,0,7,1,2,1,0,4,15576269@gmail.com,5,0
246,15797219,5,1,1,10,8,1,1,0,7,15797219@gmail.com,6,1
247,15685500,9,3,0,7,10,2,1,0,4,15685500@gmail.com,5,0
248,15599792,2,1,1,1,1,2,1,1,10,15599792@gmail.com,5,0
249,15657566,5,3,0,8,6,1,1,1,8,15657566@gmail.com,4,0
250,15772423,9,3,0,8,8,1,1,0,7,15772423@gmail.com,6,1
251,15628112,9,3,1,5,5,1,0,0,5,15628112@gmail.com,6,0
252,15753754,3,2,1,1,1,2,1,1,5,15753754@gmail.com,5,0
253,15793726,7,1,1,0,1,2,0,1,9,15793726@gmail.com,7,0
254,15694717,2,3,0,2,5,1,1,1,3,15694717@gmail.com,6,0
255,15665834,7,2,0,8,1,1,0,0,9,15665834@gmail.com,5,0
256,15765297,9,2,0,0,1,2,0,1,2,15765297@gmail.com,6,0
257,15636684,8,1,0,10,1,2,1,1,10,15636684@gmail.com,5,0
258,15592979,6,3,1,6,4,2,0,0,8,15592979@gmail.com,5,0
259,15750803,7,1,1,6,8,1,1,1,3,15750803@gmail.com,5,0
260,15607178,10,3,0,3,4,1,1,1,8,15607178@gmail.com,6,0
261,15713853,8,3,0,9,6,2,1,1,4,15713853@gmail.com,6,0
262,15673481,8,2,1,6,6,1,1,0,4,15673481@gmail.com,6,0
263,15686776,2,1,1,6,10,2,1,0,1,15686776@gmail.com,5,0
264,15673693,7,1,1,0,7,1,0,1,6,15673693@gmail.com,5,0
265,15700696,9,2,0,9,5,1,1,1,1,15700696@gmail.com,5,0
266,15813163,2,2,1,9,6,1,1,0,7,15813163@gmail.com,6,0
267,15653857,1,1,0,2,1,2,1,1,8,15653857@gmail.com,5,0
268,15777076,5,1,0,7,1,2,1,0,1,15777076@gmail.com,6,0
269,15717398,2,2,1,7,1,1,0,0,5,15717398@gmail.com,6,1
270,15799217,10,3,1,7,4,1,1,0,9,15799217@gmail.com,5,0
271,15787071,5,2,0,9,1,2,0,1,10,15787071@gmail.com,6,0
272,15619955,8,3,0,3,6,3,1,0,3,15619955@gmail.com,5,1
273,15796505,10,3,1,1,10,2,1,1,10,15796505@gmail.com,5,0
274,15725166,8,1,0,8,1,2,1,0,2,15725166@gmail.com,5,0
275,15800116,8,3,0,4,9,1,0,1,5,15800116@gmail.com,5,0
276,15758685,8,2,1,7,1,2,1,1,6,15758685@gmail.com,6,0
277,15694456,9,1,0,3,1,1,1,1,1,15694456@gmail.com,7,1
278,15767339,9,1,1,10,1,2,1,0,10,15767339@gmail.com,6,0
279,15683562,5,1,0,6,5,1,0,1,9,15683562@gmail.com,5,0
280,15782210,8,1,0,1,1,1,1,0,8,15782210@gmail.com,6,1
281,15668893,10,1,0,8,1,2,1,1,2,15668893@gmail.com,6,0
282,15669169,9,2,0,10,1,2,1,1,4,15669169@gmail.com,5,0
283,15643024,1,3,0,4,9,1,1,1,3,15643024@gmail.com,5,1
284,15699389,10,1,0,7,7,1,1,1,2,15699389@gmail.com,6,0
285,15708608,10,1,1,8,10,2,0,1,10,15708608@gmail.com,4,0
286,15626144,6,1,0,7,7,2,1,0,2,15626144@gmail.com,6,0
287,15573112,4,2,0,5,6,1,1,0,9,15573112@gmail.com,5,0
288,15790678,1,1,1,8,7,1,1,0,6,15790678@gmail.com,5,0
289,15727556,9,2,1,5,10,1,1,1,10,15727556@gmail.com,5,0
290,15697307,3,2,0,10,1,2,1,0,4,15697307@gmail.com,5,0
291,15652266,7,3,0,9,4,1,0,1,7,15652266@gmail.com,6,0
292,15607098,9,2,1,5,5,2,1,0,10,15607098@gmail.com,6,0
293,15655774,3,1,0,7,1,2,1,0,3,15655774@gmail.com,5,0
294,15590241,9,2,1,9,7,1,0,0,8,15590241@gmail.com,5,1
295,15785819,7,1,0,3,1,2,1,1,6,15785819@gmail.com,6,0
296,15723654,9,1,0,2,9,1,1,0,4,15723654@gmail.com,5,0
297,15774510,8,1,1,4,8,1,1,1,6,15774510@gmail.com,5,0
298,15684173,7,2,1,7,1,3,1,0,8,15684173@gmail.com,6,1
299,15650068,1,1,0,0,9,1,1,1,9,15650068@gmail.com,6,0
300,15811490,4,1,0,5,1,2,1,1,6,15811490@gmail.com,5,0
301,15803976,7,1,1,10,1,2,1,0,9,15803976@gmail.com,5,0
302,15682541,4,2,1,6,8,1,0,0,1,15682541@gmail.com,6,0
303,15695699,7,1,0,8,1,2,1,0,1,15695699@gmail.com,5,0
304,15624188,8,1,1,6,1,2,1,1,10,15624188@gmail.com,5,0
305,15812191,2,1,0,4,7,1,0,0,5,15812191@gmail.com,5,0
306,15636673,6,1,0,1,7,1,1,1,2,15636673@gmail.com,5,0
307,15594898,8,1,0,2,1,1,1,1,9,15594898@gmail.com,6,1
308,15660211,5,3,0,7,10,2,1,0,2,15660211@gmail.com,5,0
309,15773972,4,1,0,4,9,1,1,0,7,15773972@gmail.com,6,1
310,15746726,1,3,0,8,5,1,1,0,3,15746726@gmail.com,5,0
311,15712287,5,1,1,4,1,2,1,1,10,15712287@gmail.com,7,0
312,15702919,8,3,0,6,4,1,1,0,8,15702919@gmail.com,5,0
313,15674398,5,1,0,3,1,2,0,0,9,15674398@gmail.com,6,0
314,15797960,10,3,1,0,9,1,1,0,10,15797960@gmail.com,6,0
315,15631868,9,2,0,2,10,1,1,1,5,15631868@gmail.com,6,0
316,15581539,1,2,0,3,1,2,0,0,3,15581539@gmail.com,6,0
317,15662736,2,1,0,2,9,1,1,0,7,15662736@gmail.com,6,1
318,15666252,8,2,0,9,1,2,1,1,2,15666252@gmail.com,6,0
319,15677512,5,2,1,3,1,1,1,0,5,15677512@gmail.com,4,0
320,15626114,1,1,0,4,5,1,1,0,3,15626114@gmail.com,4,0
321,15810834,2,2,1,2,9,1,1,1,4,15810834@gmail.com,6,0
322,15678910,7,1,1,8,9,1,1,1,1,15678910@gmail.com,5,0
323,15694408,9,1,0,1,9,1,1,0,10,15694408@gmail.com,6,1
324,15585215,9,1,1,4,1,2,0,0,3,15585215@gmail.com,5,0
325,15682757,8,1,0,3,1,2,1,0,6,15682757@gmail.com,5,0
326,15736601,8,1,0,4,9,1,1,0,7,15736601@gmail.com,5,0
327,15601848,3,1,0,2,1,2,1,0,6,15601848@gmail.com,5,0
328,15736008,5,1,1,9,5,1,1,0,6,15736008@gmail.com,6,1
329,15669064,6,3,0,1,9,1,1,1,9,15669064@gmail.com,5,0
330,15624528,6,3,0,7,7,2,1,1,5,15624528@gmail.com,5,0
331,15598493,6,1,0,7,1,2,0,1,4,15598493@gmail.com,6,0
332,15601274,6,2,1,1,9,1,1,0,1,15601274@gmail.com,6,0
333,15702669,6,3,0,2,7,2,0,1,8,15702669@gmail.com,6,0
334,15728669,3,3,1,8,7,1,1,0,9,15728669@gmail.com,5,1
335,15742668,4,2,1,6,6,1,1,0,1,15742668@gmail.com,6,0
336,15697441,1,1,0,7,10,1,1,0,6,15697441@gmail.com,5,1
337,15740476,6,3,1,3,10,2,0,1,9,15740476@gmail.com,5,0
338,15648064,5,1,0,2,1,2,1,0,1,15648064@gmail.com,5,0
339,15636624,10,2,1,5,10,1,1,0,1,15636624@gmail.com,6,1
340,15807923,8,3,1,10,7,1,1,0,3,15807923@gmail.com,6,1
341,15745844,5,3,1,6,8,2,0,1,5,15745844@gmail.com,6,1
342,15786170,6,1,0,4,7,1,0,0,9,15786170@gmail.com,5,0
343,15681081,2,2,1,5,1,2,1,1,2,15681081@gmail.com,6,0
344,15684484,2,1,0,8,1,2,0,0,7,15684484@gmail.com,4,0
345,15785869,8,1,1,7,1,2,1,0,2,15785869@gmail.com,5,0
346,15763859,10,1,1,7,1,2,1,0,5,15763859@gmail.com,6,0
347,15658935,5,3,1,9,6,2,1,0,7,15658935@gmail.com,5,0
348,15747358,5,3,0,3,10,1,1,1,2,15747358@gmail.com,6,0
349,15735203,6,3,1,1,7,1,1,1,7,15735203@gmail.com,5,0
350,15576256,3,1,0,5,1,2,1,1,7,15576256@gmail.com,6,0
351,15659420,6,2,0,3,6,2,1,1,6,15659420@gmail.com,5,0
352,15593365,9,2,0,2,5,1,1,1,1,15593365@gmail.com,6,0
353,15777352,3,2,1,7,10,1,1,0,4,15777352@gmail.com,5,0
354,15812007,6,2,0,6,1,2,1,1,4,15812007@gmail.com,5,0
355,15625461,4,1,1,1,10,2,1,1,8,15625461@gmail.com,6,0
356,15739438,2,1,0,0,1,2,1,0,9,15739438@gmail.com,5,0
357,15611759,10,2,1,8,8,2,1,1,7,15611759@gmail.com,6,0
358,15661629,2,2,0,9,8,1,1,0,9,15661629@gmail.com,5,1
359,15633950,9,1,0,1,6,1,1,1,7,15633950@gmail.com,6,0
360,15592386,1,1,0,3,1,2,0,1,2,15592386@gmail.com,6,0
361,15803716,8,2,0,3,1,2,0,1,10,15803716@gmail.com,5,0
362,15696674,5,3,1,2,10,1,0,1,1,15696674@gmail.com,6,1
363,15706365,5,1,1,9,6,1,1,1,10,15706365@gmail.com,6,0
364,15745088,1,3,1,9,6,2,1,0,1,15745088@gmail.com,5,0
