MemberID,Email,Model_Y,True_Y,Prob_churn
15620344,15620344@gmail.com,0,0,0.07288029005834883
15812518,15812518@gmail.com,0,0,0.3084494672519409
15779052,15779052@gmail.com,0,0,0.1687727933118745
15770811,15770811@gmail.com,0,0,0.09581662396767537
15780961,15780961@gmail.com,0,0,0.07763718803971867
15614049,15614049@gmail.com,0,0,0.08686114192949346
15662085,15662085@gmail.com,0,0,0.05709821362190905
15575185,15575185@gmail.com,0,0,0.06812831549609759
15803136,15803136@gmail.com,1,0,0.5514149781199917
15706021,15706021@gmail.com,0,0,0.18732623467540427
15663706,15663706@gmail.com,0,1,0.14066185899488887
15641732,15641732@gmail.com,0,0,0.33429120101106363
15701164,15701164@gmail.com,0,0,0.08572771916762087
15738751,15738751@gmail.com,0,0,0.3082382526215729
15805254,15805254@gmail.com,0,0,0.37078046547624166
15762418,15762418@gmail.com,0,1,0.05994993278463286
15625759,15625759@gmail.com,0,0,0.07488317056677107
15622897,15622897@gmail.com,0,1,0.3028652794068744
15767954,15767954@gmail.com,0,0,0.14819342356959375
15757535,15757535@gmail.com,0,1,0.1991269148179254
15731511,15731511@gmail.com,0,0,0.2246506753276312
15809248,15809248@gmail.com,0,0,0.2821973535835793
15640635,15640635@gmail.com,0,0,0.03157965036993197
15676966,15676966@gmail.com,0,0,0.12753356425589724
15699461,15699461@gmail.com,0,0,0.08483144415373318
15738721,15738721@gmail.com,0,0,0.1400891796065678
15693683,15693683@gmail.com,0,0,0.0768712665537794
15604348,15604348@gmail.com,0,0,0.043220939113213966
15633059,15633059@gmail.com,0,0,0.08407782950666474
15808582,15808582@gmail.com,0,0,0.1456243205563144
15743192,15743192@gmail.com,0,0,0.32084231152196657
15580146,15580146@gmail.com,0,0,0.08704494498589281
15776605,15776605@gmail.com,0,0,0.2563737620617935
15804919,15804919@gmail.com,0,1,0.4374581646921606
15613854,15613854@gmail.com,0,1,0.2519658293218104
15599195,15599195@gmail.com,0,0,0.09993436941090997
15812878,15812878@gmail.com,0,0,0.31016203725601993
15602312,15602312@gmail.com,0,0,0.1947867113741673
15744689,15744689@gmail.com,0,1,0.19335646277380816
15803526,15803526@gmail.com,0,0,0.0885161591500782
15665790,15665790@gmail.com,0,0,0.4039136171720035
15715951,15715951@gmail.com,0,0,0.2873959519811708
15591100,15591100@gmail.com,0,0,0.1539751294460069
15609618,15609618@gmail.com,0,1,0.10312231622166958
15675522,15675522@gmail.com,0,0,0.14686447416435763
15705512,15705512@gmail.com,1,0,0.5933867955985782
15698028,15698028@gmail.com,0,0,0.3311975776663718
15661670,15661670@gmail.com,0,1,0.32980322930683437
15600781,15600781@gmail.com,0,0,0.24199681693106279
15682472,15682472@gmail.com,0,0,0.0966665168691928
15580203,15580203@gmail.com,0,0,0.35177979810333815
15690673,15690673@gmail.com,0,0,0.2985966532988449
15760085,15760085@gmail.com,0,0,0.3257016001610597
15779659,15779659@gmail.com,0,0,0.16060369681483028
15627360,15627360@gmail.com,0,1,0.29924706447601684
15671137,15671137@gmail.com,0,1,0.1752782303866408
15782688,15782688@gmail.com,0,1,0.4716761188408857
15575492,15575492@gmail.com,0,0,0.28661675552072746
15591607,15591607@gmail.com,0,0,0.038244420300296955
15740404,15740404@gmail.com,0,0,0.05597388506017212
15718369,15718369@gmail.com,0,0,0.13754023759843798
15677871,15677871@gmail.com,0,0,0.10834220215616197
15642004,15642004@gmail.com,0,0,0.03670426639315858
15712543,15712543@gmail.com,0,0,0.2061627442466343
15584518,15584518@gmail.com,0,0,0.36883782275435206
15802381,15802381@gmail.com,0,0,0.1611070962632351
15610156,15610156@gmail.com,0,0,0.14809180447451106
15594408,15594408@gmail.com,1,1,0.5466929667330102
15640905,15640905@gmail.com,0,1,0.13386956578013012
15698932,15698932@gmail.com,0,0,0.41676106424861065
15724944,15724944@gmail.com,0,0,0.03398848207560792
15628145,15628145@gmail.com,0,0,0.21229782024757674
15713483,15713483@gmail.com,0,1,0.26848125752935226
15612350,15612350@gmail.com,0,1,0.16045066280197323
15800703,15800703@gmail.com,0,0,0.04552091277595615
15705707,15705707@gmail.com,0,0,0.24958783703209636
15754105,15754105@gmail.com,0,0,0.24580992347021077
15703264,15703264@gmail.com,0,0,0.22285200071749875
15794413,15794413@gmail.com,0,0,0.040657388637828897
15650237,15650237@gmail.com,0,0,0.1659611489209079
15759618,15759618@gmail.com,0,1,0.30592850108673986
15811589,15811589@gmail.com,0,0,0.24061941978311105
15689044,15689044@gmail.com,0,0,0.29849704293391593
15709368,15709368@gmail.com,0,0,0.14671282932215335
15679145,15679145@gmail.com,0,1,0.237527936392199
15655007,15655007@gmail.com,0,0,0.12593520591608712
15623595,15623595@gmail.com,0,0,0.09561058306854278
15589975,15589975@gmail.com,0,0,0.41112088412324094
15804017,15804017@gmail.com,0,0,0.3429882339247647
15692132,15692132@gmail.com,0,0,0.04089428539484828
15641122,15641122@gmail.com,0,0,0.08512727955547479
15630910,15630910@gmail.com,0,0,0.3381991998996252
15680772,15680772@gmail.com,0,0,0.20258998892724392
15658929,15658929@gmail.com,0,1,0.17059095107932376
15585388,15585388@gmail.com,0,0,0.09645662773398873
15724623,15724623@gmail.com,0,1,0.1397142917890357
15588537,15588537@gmail.com,0,0,0.4698956030063247
15574692,15574692@gmail.com,0,1,0.39718686619957183
15611325,15611325@gmail.com,0,0,0.06947324966438344
15587562,15587562@gmail.com,0,0,0.22615529329918488
15613172,15613172@gmail.com,0,0,0.20313386130208805
15651022,15651022@gmail.com,0,1,0.42436770357748854
15586310,15586310@gmail.com,0,0,0.14474418414913054
15625524,15625524@gmail.com,0,0,0.1046819764879613
15755209,15755209@gmail.com,0,0,0.12238703747667559
15645248,15645248@gmail.com,0,0,0.07521712168972278
15790355,15790355@gmail.com,0,0,0.48203983512166065
15762615,15762615@gmail.com,0,0,0.252964374669962
15625426,15625426@gmail.com,1,1,0.582222314798328
15716334,15716334@gmail.com,0,0,0.24739932208158524
15789669,15789669@gmail.com,0,0,0.22938333704898564
15621075,15621075@gmail.com,1,0,0.6148206012639685
15810845,15810845@gmail.com,0,0,0.08820966072472429
15719377,15719377@gmail.com,0,1,0.12922674195612127
15654506,15654506@gmail.com,0,0,0.0850683594754316
15771977,15771977@gmail.com,0,0,0.37926950691879036
15708710,15708710@gmail.com,0,0,0.2556957736656048
15726676,15726676@gmail.com,0,0,0.056927864373697616
15587421,15587421@gmail.com,0,0,0.3106626453112594
15726931,15726931@gmail.com,0,1,0.3098980343060584
15771086,15771086@gmail.com,0,0,0.3557109148432034
15756850,15756850@gmail.com,0,0,0.23830064170778695
15702741,15702741@gmail.com,0,0,0.09736741710075683
15679200,15679200@gmail.com,0,0,0.13091194479238705
15594815,15594815@gmail.com,0,0,0.050814442295282695
15635905,15635905@gmail.com,0,0,0.08265892708289924
15777892,15777892@gmail.com,0,0,0.21720621261772127
15656176,15656176@gmail.com,0,0,0.08632733047968971
15811127,15811127@gmail.com,0,0,0.09853050662703287
15604482,15604482@gmail.com,0,0,0.07057707622659957
15622911,15622911@gmail.com,0,0,0.12137200793692127
15600974,15600974@gmail.com,0,1,0.16050204242811392
15727868,15727868@gmail.com,0,1,0.18419367982931004
15627801,15627801@gmail.com,0,0,0.20504506146658194
15773039,15773039@gmail.com,0,0,0.10560316968074855
15755262,15755262@gmail.com,0,1,0.4894579030170216
15679531,15679531@gmail.com,0,0,0.0569663644229775
15684181,15684181@gmail.com,0,1,0.21093016746837212
15612087,15612087@gmail.com,0,0,0.13761651069681607
15752047,15752047@gmail.com,0,0,0.24358051698311114
15624592,15624592@gmail.com,0,0,0.03580635068719738
15573152,15573152@gmail.com,0,0,0.3076724318248223
15594917,15594917@gmail.com,0,0,0.0743975280043496
15785542,15785542@gmail.com,0,0,0.21697257191817196
15723488,15723488@gmail.com,0,1,0.2238719055513632
15680920,15680920@gmail.com,0,0,0.2181176939435946
15786308,15786308@gmail.com,0,0,0.17109681548603725
15659366,15659366@gmail.com,0,1,0.22982333009013278
15774854,15774854@gmail.com,0,1,0.08375136022935183
15725311,15725311@gmail.com,0,0,0.06534240177007496
15787155,15787155@gmail.com,0,0,0.05644813204400425
15727829,15727829@gmail.com,0,0,0.10376893380621727
15733247,15733247@gmail.com,0,1,0.062331572802470675
15568748,15568748@gmail.com,0,1,0.22414151846745206
15699029,15699029@gmail.com,0,0,0.2957577654186729
15774393,15774393@gmail.com,0,0,0.04672220534554335
15676895,15676895@gmail.com,0,1,0.3142602858684693
15637753,15637753@gmail.com,0,1,0.39704217863573277
15605461,15605461@gmail.com,0,0,0.3589347470467614
15808473,15808473@gmail.com,0,0,0.2286604336822944
15627000,15627000@gmail.com,0,0,0.2230075608142117
15787174,15787174@gmail.com,0,0,0.18110134820369408
15723886,15723886@gmail.com,0,0,0.037832915840852396
15704769,15704769@gmail.com,0,0,0.41566119913977717
15772896,15772896@gmail.com,0,1,0.3647292294201483
15711540,15711540@gmail.com,0,0,0.06227662623242699
15764866,15764866@gmail.com,1,1,0.5602417825063283
15794056,15794056@gmail.com,0,1,0.29071318206224306
15795149,15795149@gmail.com,0,0,0.04599300774200867
15812009,15812009@gmail.com,0,0,0.2590209558707802
15651001,15651001@gmail.com,1,0,0.5578501920704455
15813844,15813844@gmail.com,0,0,0.09991517375363891
15596175,15596175@gmail.com,0,1,0.4413407747400924
15576269,15576269@gmail.com,0,0,0.12169190759748565
15797219,15797219@gmail.com,0,1,0.35647524368781186
15685500,15685500@gmail.com,0,0,0.2053498891864414
15599792,15599792@gmail.com,0,0,0.07629939036291258
15657566,15657566@gmail.com,0,0,0.035520374786610055
15772423,15772423@gmail.com,0,1,0.3959759030753528
15628112,15628112@gmail.com,1,0,0.5358575945894727
15753754,15753754@gmail.com,0,0,0.09244624996109425
15793726,15793726@gmail.com,0,0,0.3519045414672566
15694717,15694717@gmail.com,0,0,0.23149614155125853
15665834,15665834@gmail.com,0,0,0.1202131321324585
15765297,15765297@gmail.com,0,0,0.12541448570348673
15636684,15636684@gmail.com,0,0,0.03125604978035117
15592979,15592979@gmail.com,0,0,0.300147881920064
15750803,15750803@gmail.com,0,0,0.07476123112033597
15607178,15607178@gmail.com,0,0,0.20405506892378833
15713853,15713853@gmail.com,0,0,0.18231542621236602
15673481,15673481@gmail.com,0,0,0.42980304002108805
15686776,15686776@gmail.com,0,0,0.19628694414322387
15673693,15673693@gmail.com,0,0,0.09279350870976362
15700696,15700696@gmail.com,0,0,0.048558211568615825
15813163,15813163@gmail.com,0,0,0.4450599107094949
15653857,15653857@gmail.com,0,0,0.04301019993837593
15777076,15777076@gmail.com,0,0,0.173902636865815
15717398,15717398@gmail.com,0,1,0.41132115428471044
15799217,15799217@gmail.com,0,0,0.25495764791176195
15787071,15787071@gmail.com,0,0,0.12502342931778299
15619955,15619955@gmail.com,0,1,0.18787111149669308
15796505,15796505@gmail.com,0,0,0.17451471904705185
15725166,15725166@gmail.com,0,0,0.06705732666944969
15800116,15800116@gmail.com,0,0,0.10328312168011461
15758685,15758685@gmail.com,0,0,0.17804108941144334
15694456,15694456@gmail.com,0,1,0.19939189696789855
15767339,15767339@gmail.com,0,0,0.26218778903902956
15683562,15683562@gmail.com,0,0,0.047835191357756386
15782210,15782210@gmail.com,0,1,0.20680168542097646
15668893,15668893@gmail.com,0,0,0.07166086874839024
15669169,15669169@gmail.com,0,0,0.03971523510677616
15643024,15643024@gmail.com,0,1,0.11854509488967487
15699389,15699389@gmail.com,0,0,0.09966440868379287
15708608,15708608@gmail.com,0,0,0.0322957813913265
15626144,15626144@gmail.com,0,0,0.23347491092602649
15573112,15573112@gmail.com,0,0,0.16760489547276136
15790678,15790678@gmail.com,0,0,0.17940363259907213
15727556,15727556@gmail.com,0,0,0.12583201250221734
15697307,15697307@gmail.com,0,0,0.10618750187937147
15652266,15652266@gmail.com,0,0,0.19681577365751352
15607098,15607098@gmail.com,0,0,0.43730812118103163
15655774,15655774@gmail.com,0,0,0.08045292678972805
15590241,15590241@gmail.com,0,1,0.23464916384233825
15785819,15785819@gmail.com,0,0,0.08660443877045358
15723654,15723654@gmail.com,0,0,0.11633092436493651
15774510,15774510@gmail.com,0,0,0.07886668947805024
15684173,15684173@gmail.com,0,1,0.3630334779103932
15650068,15650068@gmail.com,0,0,0.17218022372240366
15811490,15811490@gmail.com,0,0,0.033773777470978386
15803976,15803976@gmail.com,0,0,0.11606550054804957
15682541,15682541@gmail.com,0,0,0.48292667940815215
15695699,15695699@gmail.com,0,0,0.06845968395489836
15624188,15624188@gmail.com,0,0,0.05847881684380521
15812191,15812191@gmail.com,0,0,0.12272575112222199
15636673,15636673@gmail.com,0,0,0.0501917260487548
15594898,15594898@gmail.com,0,1,0.10100196589508321
15660211,15660211@gmail.com,0,0,0.21864324072659258
15773972,15773972@gmail.com,0,1,0.286344462207716
15746726,15746726@gmail.com,0,0,0.19127965182667173
15712287,15712287@gmail.com,0,0,0.33898056698111123
15702919,15702919@gmail.com,0,0,0.1787761420440288
15674398,15674398@gmail.com,0,0,0.2259736919944694
15797960,15797960@gmail.com,1,0,0.5951124086992022
15631868,15631868@gmail.com,0,0,0.19139263303736623
15581539,15581539@gmail.com,0,0,0.31010711019031983
15662736,15662736@gmail.com,0,1,0.3177000723009259
15666252,15666252@gmail.com,0,0,0.10402076502161112
15677512,15677512@gmail.com,0,0,0.08251039875308266
15626114,15626114@gmail.com,0,0,0.044462515128302134
15810834,15810834@gmail.com,0,0,0.2975563767547095
15678910,15678910@gmail.com,0,0,0.07497787644947514
15694408,15694408@gmail.com,0,1,0.29220182176691295
15585215,15585215@gmail.com,0,0,0.13366190367633787
15682757,15682757@gmail.com,0,0,0.08076138340992862
15736601,15736601@gmail.com,0,0,0.11803923770035704
15601848,15601848@gmail.com,0,0,0.095758889565037
15736008,15736008@gmail.com,0,1,0.32904644460037175
15669064,15669064@gmail.com,0,0,0.12133181889261324
15624528,15624528@gmail.com,0,0,0.0903400164354962
15598493,15598493@gmail.com,0,0,0.0899860432338459
15601274,15601274@gmail.com,1,0,0.5072182701750904
15702669,15702669@gmail.com,0,0,0.24925585694970182
15728669,15728669@gmail.com,0,1,0.32427273084011565
15742668,15742668@gmail.com,0,0,0.4349985386755175
15697441,15697441@gmail.com,0,1,0.13547188136020652
15740476,15740476@gmail.com,0,0,0.19273502616325083
15648064,15648064@gmail.com,0,0,0.08361006835593078
15636624,15636624@gmail.com,0,1,0.46676066270350586
15807923,15807923@gmail.com,0,1,0.4939490902158729
15745844,15745844@gmail.com,0,1,0.346433996588638
15786170,15786170@gmail.com,0,0,0.11971155074519178
15681081,15681081@gmail.com,0,0,0.20444961536310466
15684484,15684484@gmail.com,0,0,0.034229248654089155
15785869,15785869@gmail.com,0,0,0.11063927159310134
15763859,15763859@gmail.com,0,0,0.2563654622297179
15658935,15658935@gmail.com,0,0,0.2892167824661474
15747358,15747358@gmail.com,0,0,0.2531256947912255
15735203,15735203@gmail.com,0,0,0.16919085757973476
15576256,15576256@gmail.com,0,0,0.1002028971279928
15659420,15659420@gmail.com,0,0,0.06616622060126526
15593365,15593365@gmail.com,0,0,0.1485149463203793
15777352,15777352@gmail.com,0,0,0.2619531728499171
15812007,15812007@gmail.com,0,0,0.0439665838552669
15625461,15625461@gmail.com,0,0,0.2480671038502157
15739438,15739438@gmail.com,0,0,0.10083318067662392
15611759,15611759@gmail.com,0,0,0.23841683057067256
15661629,15661629@gmail.com,0,1,0.1697722179525738
15633950,15633950@gmail.com,0,0,0.12158452942919393
15592386,15592386@gmail.com,0,0,0.10718777009090409
15803716,15803716@gmail.com,0,0,0.0521805566253562
15696674,15696674@gmail.com,0,1,0.39273446539804446
15706365,15706365@gmail.com,0,0,0.18197250041143126
15745088,15745088@gmail.com,0,0,0.2828197899252628
15676715,15676715@gmail.com,0,0,0.20945072160746075
15613085,15613085@gmail.com,0,0,0.09912549184850743
15633537,15633537@gmail.com,1,0,0.544824993510687
15594720,15594720@gmail.com,0,0,0.1657534337020938
15684042,15684042@gmail.com,0,0,0.08975732885892845
15583303,15583303@gmail.com,0,0,0.22436507636848632
15611579,15611579@gmail.com,0,0,0.16506813373088183
15774696,15774696@gmail.com,1,0,0.5980882579128977
15694506,15694506@gmail.com,0,0,0.10941474337822384
15688074,15688074@gmail.com,0,0,0.10649126871713709
15759537,15759537@gmail.com,0,0,0.07474480458599006
15758449,15758449@gmail.com,0,0,0.12720783484223977
15583456,15583456@gmail.com,0,1,0.1923510563219128
15667871,15667871@gmail.com,0,0,0.19438136010193102
15677371,15677371@gmail.com,0,0,0.21774355001550352
15629677,15629677@gmail.com,0,1,0.4190588473889115
15713578,15713578@gmail.com,0,0,0.1460408194934093
15591509,15591509@gmail.com,0,0,0.23583128661654043
15568240,15568240@gmail.com,0,0,0.15780592870342086
15622993,15622993@gmail.com,0,0,0.20264090357228748
15689294,15689294@gmail.com,0,0,0.406828163690735
15720910,15720910@gmail.com,0,0,0.30571796895636033
15721181,15721181@gmail.com,0,0,0.2546011379048821
15776433,15776433@gmail.com,0,0,0.28943139481183494
15748936,15748936@gmail.com,0,0,0.21421987592382727
15717225,15717225@gmail.com,0,0,0.07328154453177727
15685226,15685226@gmail.com,0,0,0.15538633512878758
15785611,15785611@gmail.com,0,0,0.23677275276050383
15573456,15573456@gmail.com,0,1,0.3259289011790687
15684548,15684548@gmail.com,0,1,0.263929571627393
15620505,15620505@gmail.com,0,0,0.05046907121540611
15807432,15807432@gmail.com,0,0,0.38490322770757
15584766,15584766@gmail.com,0,0,0.04571829179194027
15612187,15612187@gmail.com,0,0,0.24349308029025168
15762218,15762218@gmail.com,0,0,0.13615525181224553
15646372,15646372@gmail.com,1,1,0.6959320405540409
15690452,15690452@gmail.com,0,0,0.25338333148054015
15747795,15747795@gmail.com,0,0,0.37407491957022493
15781589,15781589@gmail.com,0,0,0.11515328743770119
15732674,15732674@gmail.com,0,0,0.15395156619846218
15642291,15642291@gmail.com,0,0,0.011633342051677742
15692761,15692761@gmail.com,0,0,0.17095979478580142
15578045,15578045@gmail.com,1,1,0.5322921701379413
15745354,15745354@gmail.com,0,0,0.39613591727622366
15701376,15701376@gmail.com,0,0,0.23086243841064055
15691625,15691625@gmail.com,1,0,0.6218776274381105
15566594,15566594@gmail.com,0,0,0.042834091364082616
15760431,15760431@gmail.com,0,0,0.08272443575946557
15686302,15686302@gmail.com,0,0,0.11819407920241391
15801559,15801559@gmail.com,0,1,0.33102939596041314
15810432,15810432@gmail.com,0,0,0.09660066996158383
15809616,15809616@gmail.com,0,0,0.11845206395633501
15720559,15720559@gmail.com,1,1,0.7948450541614481
15695632,15695632@gmail.com,0,0,0.17458926225132776
15659843,15659843@gmail.com,0,0,0.31151310350947553
15615624,15615624@gmail.com,0,0,0.15054350383448734
15810418,15810418@gmail.com,1,1,0.53686072466637
15716186,15716186@gmail.com,0,0,0.32128137409399804
15674551,15674551@gmail.com,0,1,0.4189473778793928
15622834,15622834@gmail.com,0,0,0.14505317483366706
15566111,15566111@gmail.com,0,0,0.1984281769882849
15784597,15784597@gmail.com,0,0,0.1130318457433921
15652883,15652883@gmail.com,0,0,0.4395292320556455
15806964,15806964@gmail.com,0,0,0.10792001246161217
15576313,15576313@gmail.com,1,0,0.5344871820414906
15806467,15806467@gmail.com,0,1,0.4589851897743535
15597602,15597602@gmail.com,0,1,0.2664708097282217
15743040,15743040@gmail.com,0,0,0.25139814596981935
15705521,15705521@gmail.com,0,0,0.342459584805092
15595039,15595039@gmail.com,1,1,0.5819648646265536
15799384,15799384@gmail.com,0,0,0.07481569886255164
15581197,15581197@gmail.com,0,0,0.19460271515492333
15693737,15693737@gmail.com,0,0,0.30512429699041205
15624623,15624623@gmail.com,0,0,0.11093911391275824
15783501,15783501@gmail.com,0,0,0.3767527368672809
15690134,15690134@gmail.com,0,0,0.36458747514073414
15782735,15782735@gmail.com,0,0,0.14715916374760485
15611088,15611088@gmail.com,0,0,0.11298022757752964
15672145,15672145@gmail.com,0,0,0.07881328301224776
15732628,15732628@gmail.com,0,0,0.12343718882141522
15787470,15787470@gmail.com,0,1,0.3789793880262258
15803406,15803406@gmail.com,0,0,0.07868741684063689
15730460,15730460@gmail.com,0,0,0.21345384574753629
15644572,15644572@gmail.com,0,0,0.14587296873371705
15694860,15694860@gmail.com,0,1,0.34860927464581354
15658169,15658169@gmail.com,0,0,0.45152592791055857
15794396,15794396@gmail.com,1,0,0.5910530730449645
15785798,15785798@gmail.com,0,0,0.07445931830060284
15710825,15710825@gmail.com,0,0,0.1513004971995968
15668444,15668444@gmail.com,1,0,0.5171826303201628
15726631,15726631@gmail.com,0,0,0.1844803967441427
15733797,15733797@gmail.com,0,0,0.21911056299567214
15747960,15747960@gmail.com,0,0,0.03164779108999071
15634632,15634632@gmail.com,0,0,0.19283037022846133
15707362,15707362@gmail.com,0,1,0.2704422271693413
15662976,15662976@gmail.com,0,0,0.13082662960414382
15732778,15732778@gmail.com,0,0,0.11783169471262932
15718443,15718443@gmail.com,0,0,0.20599421766466827
15670039,15670039@gmail.com,0,0,0.2575995620570387
15773792,15773792@gmail.com,0,1,0.08268931889339731
15613786,15613786@gmail.com,0,0,0.04888418107914538
15726032,15726032@gmail.com,0,0,0.09238822794840457
15663252,15663252@gmail.com,0,0,0.06405483882150023
15593782,15593782@gmail.com,1,1,0.5324215017447672
15633283,15633283@gmail.com,0,0,0.0820643599728142
15749167,15749167@gmail.com,0,0,0.034019598974528976
15759298,15759298@gmail.com,0,0,0.06918633630969948
15683625,15683625@gmail.com,0,1,0.2879048847043257
15635367,15635367@gmail.com,0,0,0.09694790692372174
15681705,15681705@gmail.com,0,0,0.06670738001677387
15603156,15603156@gmail.com,0,0,0.15814261070054506
15591986,15591986@gmail.com,0,1,0.4658013224860249
15798888,15798888@gmail.com,0,0,0.1784545621427201
15809722,15809722@gmail.com,0,0,0.3416052857352238
15677538,15677538@gmail.com,0,0,0.09365525257646483
15797736,15797736@gmail.com,0,0,0.039370175918760054
15695585,15695585@gmail.com,0,0,0.07789055884137759
15744398,15744398@gmail.com,0,0,0.05870970434313374
15750658,15750658@gmail.com,0,0,0.16761286726804947
15578186,15578186@gmail.com,0,0,0.44060038375543925
15676519,15676519@gmail.com,0,1,0.4903069368360857
15637954,15637954@gmail.com,0,0,0.09558083260887454
15758639,15758639@gmail.com,0,0,0.18098042964103842
15613772,15613772@gmail.com,0,1,0.1441715164301485
15731744,15731744@gmail.com,0,0,0.03734762457455774
15807709,15807709@gmail.com,0,0,0.32428217255330494
15714689,15714689@gmail.com,0,0,0.07932813774644693
15699005,15699005@gmail.com,0,0,0.2073361132005698
15624170,15624170@gmail.com,0,0,0.19160033644139413
15725679,15725679@gmail.com,0,1,0.3432586692489611
15585865,15585865@gmail.com,0,1,0.4483712302912293
15804256,15804256@gmail.com,0,0,0.16782035507105683
15662403,15662403@gmail.com,0,0,0.2012652398725538
15733616,15733616@gmail.com,0,0,0.10110275179331998
15591995,15591995@gmail.com,0,0,0.08559901618956711
15677020,15677020@gmail.com,0,1,0.15717195507272533
15727688,15727688@gmail.com,0,0,0.051580005417001654
15715941,15715941@gmail.com,0,0,0.08361824533739244
15714485,15714485@gmail.com,0,1,0.21475804525527692
15730059,15730059@gmail.com,0,0,0.1368072705341599
15715527,15715527@gmail.com,0,0,0.4466273437171875
15576623,15576623@gmail.com,0,0,0.085205934628588
15805565,15805565@gmail.com,0,0,0.18055233317697672
15677307,15677307@gmail.com,1,0,0.5900781176313719
15773890,15773890@gmail.com,0,0,0.011463861700456419
15598883,15598883@gmail.com,0,0,0.22947339639608935
15568506,15568506@gmail.com,0,0,0.1416880522008224
15761043,15761043@gmail.com,1,0,0.5133043708772246
15782236,15782236@gmail.com,0,0,0.10729268986181897
15593601,15593601@gmail.com,0,0,0.0446985367311831
15682048,15682048@gmail.com,0,1,0.22047672632522008
15746902,15746902@gmail.com,0,0,0.2171098573244811
15752081,15752081@gmail.com,0,1,0.13947168867644624
